id,year,text
306,2016,"DON'T SUPPORT SACTOARARY CITIES, AND UNDOCUMENTED WORKERS, NEED BETTER ACCESSIBILITY FOR DISABLED"
307,2016,Don't waste money. Govt first priority is protection of citizens and ensuring essential services.
308,2016,DPS and APD do Racial profile
309,2016,Drinking water and affordable housing.
310,2016,DRIVE AROUND AND WHEN YOU SEE OR FEEL POTHOLES FIX THEM!
311,2016,"Drunk driving is more rampant here than anywhere I lived in my whole life. This city needs public transportation that is as robust as its growth, and the refusal to take it seriously is going to cost."
312,2016,EASIER PICK UP OF LARGE TRASH ITEMS. INFO WHERE TO DISPOSE.
313,2016,"East William Cannon is in bad shape and in need of repair, and of mowing .  Please don't forget about us."
314,2016,EASY HAZARDOUS WASTE DISPOSAL. TRAFFIC. LESS EMPHASIS ON DOWNTOWN.
315,2016,Educate public against panhandlers.
316,2016,"Education to protect the environment and littering, trashes now can see everywhere on the street and sidewalks"
317,2016,"effective rail is desperately needed. as much as we want it to solve traffic, it won't. but it can (almost) guarantee arrival at a destination at a given time and that is vitally different than travel by other methods."
318,2016,"Effective, affordable ride-share networks are critical."
319,2016,electric rates are too high
320,2016,Electricity part of my utility bill has doubled during summer months compared to 3 years ago with only 10% more use.
321,2016,Embrace growth and innovation!
322,2016,"EMT's are really great, police helpful and polite."
323,2016,Encourage gender diversity and physical fitness in the Austin Police Department.
324,2016,ENCOURAGE HIGHER DENSITY RESIDENTIAL BUILDINGS NEAR THE CITY.
325,2016,ENCOURAGE TELECOMMUTING IN AUSTIN. INCREASE SIDEWALK COVERAGE PLUS GENERAL PEDESTRIAN SUPPORT.
326,2016,"End the gridlock in the streets. 
Keep out downtown safe from the gangs."
327,2016,ENFORCE LAWS ON THE BOOKS TO DECREASE INFLUX OF STREET PEOPLE AND PANHANDLERS DOWNTOWN AUSTIN SHOULD BE ASHAMED OF DOWNTOWN HARASSMENT.
328,2016,"enforce the city codes, make neighborhoods more attractive"
329,2016,Enforce the traffic laws.
330,2016,Enforce traffic infractions. driving in Austin is terrible
331,2016,ENFORCEMENT OF TRAFFIC LAWS TO KEEP TRAFFIC FLOWING.
332,2016,Ensure continuation of comprehensive refugee health program.
333,2016,Ensure you plan ahead for the rapid growth of Austin so it can still be a great place to live for locals and newcomers alike. Affordability of housing and education must remain paramount to your efforts and long-term plans. That combined with quality and preservation of outdoor spaces that make Austin such an attractive location and place to live.
334,2016,"entertainment and sales of alcohol are paramount, worse crowds and disorder"
335,2016,Equal consideration of services to the south eastern part of the city verses west Austin.
336,2016,ETHICAL POLICE
337,2016,Ethical treatment of minority citizens by APD.
338,2016,"Evaluate the use on monorail or some other above ground transit system, that goes where people need to go without slowing down other traffic patterns.  Current rail is a joke."
339,2016,Every bus stop in the city should be covered and have a bench.  Austin is a hot city and I see people sitting on the curb during the hottest part of the day waiting for the bus.  It is a terrible disservice to the folks that have no other means of transportation.
340,2016,Every decision should be based on dignity and respect for the humans involved.
341,2016,Everyday I feel the Austin road traffic is hopeless.
342,2016,Everywhere to live in Austin is very expensive now. What will he do to fix this?
343,2016,EXCESSIVE USE OF FORCE BY THE POLICE
344,2016,Expand light rail! And other mass transit options
345,2016,EXPAND METRO RAIL TO ALLEVIATE TRAFFIC
346,2016,Exponential growth equals horrible traffic.
347,2016,FACILITATE COMMUNICATION AT ALL LEVELS.
348,2016,Fewer bicycles for safer roads.
349,2016,Find a good city manager!!
350,2016,FIND A WAY TO EASE ABILITY TO RENT UNITS
351,2016,"Find a way to lower taxes in the City of Austin.  It is getting too expensive to live here.  You will have to reduce the size of city government to do that.  Your employees do not need pay increases every year and many at the top level get paid too much.   There are already too many bike paths in this city and not enough paved surfaces for vehicles.   Prop 1 is a disaster and does not address the real needs for the city.   Some hard decisions need to be made. Simply deflecting the rate of tax increase is not going far enough.   
Lastly, better utilize our beautiful lakes in the Austin metro area by actively promoting fishing.   I'm sure the Texas Parks and Wildlife Department would help you develop and promote those opportunities at no cost to the city.  Such programs are good for our children and their families and they get them outdoors in our parks.  Find out the facts."
352,2016,Find a way to pass a rail package without letting the city's idiot population a chance to vote it down!
353,2016,find a way to resolve Austin's traffic mess
354,2016,FIND THE RIGHT BALANCE VS TAXES PAID VS SERVICES OFFERED
355,2016,Fire everyone in the city permitting department.
356,2016,FIRED THE AUSTIN MUSIC COMMISSION SO THEY HAVE POWER TO HELP CREATE CHANGE.
357,2016,First responders/EMS/Fire/APD all need training on dealing with citizens with cognitive/mental disabilities.
358,2016,"Fix the roads. Rail should have passed fifteen years ago, I voted for it then! Don't let the developers pull."
359,2016,"First think I noticed when I moved from Portland, OR to Austin, it's how similar they are, for good and bad. Like Portland, the City of Austin does not seem to plan well for growth, and projects are often delayed and over budget. I expected better, being that there is a big difference in mentality between Oregon's government and Texas. I grew up in McAllen, TX, and I was always impressed on how McAllen, like other Texas cities, are always ahead of growth when it comes to road infrastructure. Austin, on the other had, shows such lack of planning and execution. The city is growing fast, while the road infrastructure is falling behind. Roads are poorly maintain. On top of that, density of neighborhoods are [purposely] increasing, putting pressure to existing road infrastructure. If this city were like McAllen, Slaughter Lane would already be finished all the way to Hwy. 183, with at least 4 lanes. Austin has likely wasted more money on studies and planning that what it would had cost to build it back in 2005. City leaders need to do a much better job keep up with growth. By the way, light rail made no difference in Portland to alleviate congestion -- and they spent billions on it and more in subsidies, every year."
360,2016,"First, I think Mayor Adler is a complete blessing to the city of Austin and I very much appreciate everything he has tried to do for us in this gorgeous city. That being said, and I do not attribute this to his mayoral time in office, our city road and highway system is in need of a major overhaul. The Mopac ""improvement"" project is really just a joke -- a variable rate toll lane is not going to solve our north/south traffic flow issues. As someone who lives right off of Mopac and Far West, I am fortunate to be able to get around most jams during the day, but when it comes to rush hour morning or evening, there is just no getting around Austin. I find it so disheartening that in this beautiful city, people that live north and south cannot meet up for a quick workout in the evenings or meet for dinner to catch up due to the extreme traffic problem. I know Mayor Adler doesn't have full control over state highway projects in Austin, but I would like for him to know I appreciate his efforts in expanding our city roads (whether that be through new traffic patterns, new lanes, bike/bus lanes, etc)."
361,2016,Fix CAR transportation. Fix permitting.
362,2016,Fix city of Austin utility customer service.
363,2016,Fix event parking in neighborhoods near events.
364,2016,"Fix main streets, Guadalupe, Lamar, etc."
365,2016,"Fix Mopac - need to buy a row of houses on each side, should be a 12 lane road, more people are moving to this town every day, the traffic problem is getting worse."
366,2016,"Fix Mopac. It's beyond ridiculous. And when tell the City it's going to take 2 years to complete a project, take 2 years. Not 5."
367,2016,FIX N LAMAR AND BURNET RD S OF 183 ESPECIALLY RIGHT LANES.
368,2016,"FIX OUR TRAFFIC FLOW, FUND PARK & REC"
369,2016,Fix our traffic problems soon!!!
370,2016,"Fix our Traffic problems, Stop raising the property taxes so high that nobody can afford to live here anymore."
371,2016,Fix our traffic problems.
372,2016,FIX PERMITS AND ZONING REQUIREMENTS. MAKE DEVELOPMENT EASIER AND FASTER. BRING BACK UBER!
373,2016,FIX PERMITTING PROCESS (RESIDENTIAL)
374,2016,"Fix street signs and pave roads properly
Stop charging exorbitant amounts for ems services"
375,2016,Fix the congestion on Mopac and I35
376,2016,Fix the darn roads!
377,2016,"Fix the darn traffic, please! And keep trying to maintain diversity."
378,2016,FIX THE HORRIBLE TRAFFIC PROBLEMS IN THIS CITY
379,2016,"FIX THE PERMIT REVIEW DEPT, DEVELOPMENT IS NOT GOING AWAY"
380,2016,Fix the permitting department & fix the traffic & stop wasting money.
381,2016,Fix the pot holes in the roads and make the police follow and enforce traffic laws.
382,2016,FIX THE POTHOLES. MAINTAIN THE STREETS.
383,2016,"Fix the roads ,traffic sucks."
384,2016,fix the roads so automobiles can travel easier. build a loop around Austin.
385,2016,Fix the roads. Especially the Guadalupe street. Looks like 3rd world country roads.
386,2016,"Fix the streets that are
 connecting William Cannon and I-35 add and turning lanes on the access roads. Daily this area is an issue at any time of the day.
The I-35 hwy south of Austin needs one additional lane all the way to Buda. Lets get more Federal dollars and do this ASAP.  until this is done limit the access of large trucks during Rush hour   Thanks"
387,2016,"Fix the traffic -- you keep encouraging growth of the city without the infrastructure to support that growth.  And don't do it by raising taxes, the city is already becoming unaffordable for living."
388,2016,FIX THE TRAFFIC ISSUES. GET RID OF TOLL ROADS.
389,2016,fix the traffic problem on highways and residential
390,2016,Fix the traffic problem!
391,2016,Fix the traffic problem.
392,2016,"Fix the traffic problems, forget bikes and add more lanes."
393,2016,FIX THE TRAFFIC SITUATION MOPAC.
394,2016,Fix the traffic!
395,2016,Fix the traffic!
396,2016,Fix the traffic!!!!
397,2016,"FIX THE TRAFFIC, IT HAS GOTTEN WORSE OVER THE PAST 5 YEARS"
398,2016,Fix the traffic.
399,2016,Fix the traffic.
400,2016,Fix the traffic.
